identity_id,family_candidate,source_artifact_path,risk_class,aggregate_risk_score,critical_dimensions,granularity_class
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_SERIESCONTRACT_B47FECA9_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_SeriesContract.mqh,CRITICAL,60,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_STATEGATEEXPORT_847C6DF9_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_StateGateExport.mqh,HIGH,87,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_STATEGATERULES_4DA70898_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_StateGateRules.mqh,HIGH,65,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_STATEGATETYPES_AC978921_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_StateGateTypes.mqh,MODERATE,53,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_STATICQAAUDIT_C12FB952_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_StaticQaAudit.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_STATICQARULES_37BFD5F7_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_StaticQaRules.mqh,HIGH,75,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_STATICQATYPES_5985E046_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_StaticQaTypes.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_TIMEBASETYPES_CB84AF3C_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_TimebaseTypes.mqh,MODERATE,52,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_TIMEBASE_62A7E441_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_Timebase.mqh,CRITICAL,72,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_TYPES_13141332_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_Types.mqh,HIGH,67,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_VALIDATIONAUDIT_21A2D32D_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_ValidationAudit.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_VALIDATIONRULES_942F829E_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_ValidationRules.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_FP_VALIDATIONTYPES_EEB0E6F8_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Include/FlagCountingPhoenix/FP_ValidationTypes.mqh,MODERATE,40,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_M0007_FLAGCOUNTINGF1_B932EB66_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Experts/M0007/M0007_FlagCountingF1.mq5,CRITICAL,67,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",COMPOSITE_CONTEXT_SHELL
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDSF2WAISTLIMITBACKTEST_6A1AF0EE_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Experts/FlagCounting/NDSF2WaistLimitBacktest.mq5,CRITICAL,90,"[""EXECUTION_COUPLING""]",COMPOSITE_CONTEXT_SHELL
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDSHOOK864CYCLER1CONTRACTSELFTEST_4C03B359_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Experts/FlagCounting/NDSHook864CycleR1ContractSelfTest.mq5,CRITICAL,55,"[""CURRENT_BAR_OR_FUTURE_AWARENESS""]",COMPOSITE_CONTEXT_SHELL
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDSHOOKLIMITF123BACKTEST_060FD667_V1,FLAG_COUNTING_NDS_HOOK_ZONE,mql5/Experts/FlagCounting/NDSHookLimitF123Backtest.mq5,CRITICAL,102,"[""EXECUTION_COUPLING""]",COMPOSITE_CONTEXT_SHELL
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_F2_CANONICAL_FREQUENCY_RECOVERY_CONT_697A9B27_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_f2_canonical_frequency_recovery_contract_qa.py,HIGH,58,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_F2_CANONICAL_POINT2_PROJECTION_ROOT__E0D0C570_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_f2_canonical_point2_projection_root_fix_qa.py,UNKNOWN,64,[],AMBIGUOUS_CONTEXT_LIKE
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_F2_HTF_F1_TO_F2_WINDOW_CONTRACT_QA_B248989F_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_f2_htf_f1_to_f2_window_contract_qa.py,HIGH,78,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_F2_HTF_F_PHASE_FILTER_CONTRACT_QA_BCC88952_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_f2_htf_f_phase_filter_contract_qa.py,HIGH,78,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_F2_OVERLAP_WIDER_RR_REPRICE_CONTRACT_72665DB0_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_f2_overlap_wider_rr_reprice_contract_qa.py,MODERATE,54,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_F2_RR_PARALLEL_CONTEXT_CONTRACT_QA_F9F2943E_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_f2_rr_parallel_context_contract_qa.py,MODERATE,54,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_F2_WAIST_BACKTEST_CONTRACT_QA_46EF7F25_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_f2_waist_backtest_contract_qa.py,CRITICAL,108,"[""EXECUTION_COUPLING""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_F2_WAIST_BREAK_POINT2_CONTRACT_QA_40E621BF_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_f2_waist_break_point2_contract_qa.py,CRITICAL,86,"[""EXECUTION_COUPLING""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_HOOK_864_CYCLE_R1_CONTRACT_QA_058D5E0C_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_hook_864_cycle_r1_contract_qa.py,CRITICAL,183,"[""EXECUTION_COUPLING"",""BROKER_OR_NETWORK_COUPLING"",""CURRENT_BAR_OR_FUTURE_AWARENESS"",""SECURITY_SENSITIVITY"",""IDENTITY_AMBIGUITY""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_HOOK_CONTRACT_QA_D6ABBEED_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_hook_contract_qa.py,CRITICAL,78,"[""EXECUTION_COUPLING""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_HOOK_TRADE_CONTRACT_QA_1B20B4BF_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_hook_trade_contract_qa.py,CRITICAL,78,"[""EXECUTION_COUPLING""]",EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_LIGHTWEIGHT_BACKTEST_CONTRACT_QA_A4FCDAA7_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_lightweight_backtest_contract_qa.py,HIGH,76,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_NDS_TESTER_ONINIT_CONTRACT_QA_A42756E1_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/nds_tester_oninit_contract_qa.py,HIGH,58,[],EMBEDDED_CONTEXT_FRAGMENT
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_OFFLINE_LICENSE_KEYGEN_A5BAA6BA_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/offline_license_keygen.py,CRITICAL,119,"[""NONDETERMINISM"",""SECURITY_SENSITIVITY"",""IDENTITY_AMBIGUITY""]",AMBIGUOUS_CONTEXT_LIKE
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_RUN_NDS_HOOK_864_CYCLE_R1_TESTS_49CABCBF_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/run_nds_hook_864_cycle_r1_tests.py,CRITICAL,128,"[""BROKER_OR_NETWORK_COUPLING"",""CURRENT_BAR_OR_FUTURE_AWARENESS"",""SECURITY_SENSITIVITY"",""IDENTITY_AMBIGUITY""]",AMBIGUOUS_CONTEXT_LIKE
CTX_FLAG_COUNTING_NDS_HOOK_ZONE_STATIC_QA_AAF8BE24_V1,FLAG_COUNTING_NDS_HOOK_ZONE,tools/flag_counting/static_qa.py,CRITICAL,98,"[""SECURITY_SENSITIVITY"",""IDENTITY_AMBIGUITY""]",AMBIGUOUS_CONTEXT_LIKE
CTX_M_SERIES_CONTEXTS_DAL_M0001AUDITSTATE_466E915C_V1,M_SERIES_CONTEXTS,mql5/Include/M0001/DAL_M0001AuditState.mqh,MODERATE,36,[],EMBEDDED_CONTEXT_FRAGMENT
