classification_id,artifact_path,authority_surfaces,capability_kinds,security_sensitive,primary_disposition,security_reviewer_role,security_review_status,risk_indicator_only,live_authority_inferred,runtime_authorized,live_order_authorized,capital_authorized,record_digest
ARTCLS_7AF268D3727C483334E6B096B6F0446E,mql5/Include/AlphaLab/StrategyFactory/Statistics/SF11_StatisticsExporter.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,KEEP_CANONICAL,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:a01486e4ba0e3720d0dd284d57b7397eb85765fab73a6fcf93cad21eb99c3e6d
ARTCLS_E6C500E0716D2E4B7C0794C096505181,mql5/Include/AlphaLab/StrategyFactory/Training/SF13_DatasetExporter.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,KEEP_CANONICAL,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:f1fbdf7c5c00436a453b0dd2a19c54ec5e9d90434229ceb0411898eb1f889390
ARTCLS_CA54136B48F569E1D8D514CADD80486F,mql5/Include/AlphaLab/StrategyFactory/Validation/SF12_ValidationExporter.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,KEEP_CANONICAL,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:0e6c929ac43178b16b8e749863a3324d168b9c1199147afbb1746272f96a47c7
ARTCLS_D2CCCED1D4084DD85BFCB62DD688C726,mql5/Include/Common/DAL_ChartObjects.mqh,"[""CHART_STATE""]","[""DRAWING_API""]",false,EXTRACT_SHARED_LOGIC,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:bbb0eada432aa2a122ab3631a7b901c007c048820fa63ed465674d8193f9bb56
ARTCLS_93D28245F1F7E5C5B9CA1E3653069D14,mql5/Include/DayeTrader/EXP0018/DAYE_ConfirmationAudit.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:0874634b24542e1783c98599c108a94e47620a404e74568cb312b2a8a7d871f9
ARTCLS_2F6645D9C748CD2DB2E1892353C7B5F8,mql5/Include/DayeTrader/EXP0018/DAYE_ConfirmationCheckpoint.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:03cc3e0213302f3b585a9df7e8690f80012662d1c49008446446a8fbae830874
ARTCLS_77B43CB0B4B3CCB113BF77B90AEB64F6,mql5/Include/DayeTrader/EXP0018/DAYE_DataAudit.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:8e384b95d8768c01c1e176d67e9ba8aa855ac46ac2b2fa06d83d6ab0e4f9f905
ARTCLS_D2EF0519B8B4EF9399BC5837FEA4C05D,mql5/Include/DayeTrader/EXP0018/DAYE_DataSelfTest.mqh,"[""TIME_SEMANTICS""]","[""TIMEFRAME_ACCESS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:1e71893ec6c24f4b06bf015b818fdac42c355aa63f598cbfa4a816a0c13a182d
ARTCLS_B37F8D613F0CCDA0AA2577E84F84578C,mql5/Include/DayeTrader/EXP0018/DAYE_DataSynchronizer.mqh,"[""TIME_SEMANTICS""]","[""TIMEFRAME_ACCESS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:42e7be3f3eef7c689fc23b5ff1d313f183e7e1434879bc695ba1d38e984025c8
ARTCLS_0562845D3E0C6B5A5271ADCFB8CDBC22,mql5/Include/DayeTrader/EXP0018/DAYE_Diagnostics.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:f81dc5c5575438fad7b962786e12e05cd9afd60d91497d1abb740eb6d37e12ef
ARTCLS_5B253FBA8C21C18A1579BB8E6FC7D3A2,mql5/Include/DayeTrader/EXP0018/DAYE_HostCloseClock.mqh,"[""TIME_SEMANTICS""]","[""TIMEFRAME_ACCESS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:f7cbaf6cf176706588f1becd00c94bb5331a60742521c6949637ce2dad3c2307
ARTCLS_00D0DAED9FD40D6A6F6DF005F7D65208,mql5/Include/DayeTrader/EXP0018/DAYE_HuntAudit.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:7b8398b3470b1bb071404d86d965e410252c9147bc0fb90e71f807c9272d9d68
ARTCLS_048334896D724200730F61DB827BFF63,mql5/Include/DayeTrader/EXP0018/DAYE_LifecycleAudit.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:0139fcd65d5e474d05d85f291bfd4135593a43f8efe922b7e815eeb02762d0c3
ARTCLS_1EFBF0A3910438D4D02562ECC4049484,mql5/Include/DayeTrader/EXP0018/DAYE_LifecycleCheckpoint.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:69619c4bc34b3f6276da1e2b8d98c5aa2476f51b8de027b0792a6abe3de33e42
ARTCLS_94DE95AAF059E6F4E4CAF47D79A4B593,mql5/Include/DayeTrader/EXP0018/DAYE_PeriodAudit.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:1443602cb0202a1b6791241cafa7f5d3a0c3821d9fb5949d41885e03257a56fd
ARTCLS_D1DF61E9978D82EB39853C2B0064C399,mql5/Include/DayeTrader/EXP0018/DAYE_PeriodSelfTest.mqh,"[""TIME_SEMANTICS""]","[""TIMEFRAME_ACCESS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:9329e19a618e5eb48a3eb4a51a27b5411594992c5b35bbce913ea295f6b2741c
ARTCLS_A72F2C218102124F80B8E3E534272766,mql5/Include/DayeTrader/EXP0018/DAYE_RelationshipAudit.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:0e2f66d6e7b43122df38f34623d7d9f162c536c1d9c59a1d1bf8012a40a0f7eb
ARTCLS_738D969DFA9855486DA512F50758A44B,mql5/Include/DayeTrader/EXP0018/DAYE_RelationshipRegistry.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:27c5707e0742b2dafaeb844bb1e9a40e948302a4e7ccbe21a472013ed63f32d5
ARTCLS_6568AE620CDC5B71225FDEE56FA12E5D,mql5/Include/DayeTrader/EXP0018/DAYE_RenderAudit.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:572ac17750e467fed0b624f936930c08d0b285d210034e021a4bc74a2db12ba2
ARTCLS_8B514968B78E6BBF7263B798355C0360,mql5/Include/DayeTrader/EXP0018/DAYE_RenderChartResolver.mqh,"[""CHART_STATE"",""TIME_SEMANTICS""]","[""CHART_CALLBACK"",""TIMEFRAME_ACCESS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:34a9eb3493acf6a85fd7ad69e921358d8a88ad6d0f89dbd14cdf947c9cf598a4
ARTCLS_4A07456EE226CE63A07C3DD67964B3FF,mql5/Include/DayeTrader/EXP0018/DAYE_RenderEngine.mqh,"[""TIME_SEMANTICS""]","[""TIMEFRAME_ACCESS""]",false,EXTRACT_SHARED_LOGIC,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:8e670aa559233dee5574cfb4d760c3168beb2e381b8a91e8094e52ffaa835dc2
ARTCLS_998D8EAF1A90F9E958AAB71EF90F5A4A,mql5/Include/DayeTrader/EXP0018/DAYE_RenderObjectManager.mqh,"[""CHART_STATE""]","[""DRAWING_API""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:7201e5074fb353c663404bb776af17c0819762a4dddb92bff21ce7bde85ec1e6
ARTCLS_29BC4DAFCD0973611F04DCEDA5F1FCC9,mql5/Include/DayeTrader/EXP0018/DAYE_ReplayAudit.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:ac66dc9e05ba6352b61628c33fb27510934a3f7abbdd8128525251920cd88b67
ARTCLS_87A3CFBBDA0A962C24660BD73BB5531F,mql5/Include/DayeTrader/EXP0018/DAYE_ReplayDataLoader.mqh,"[""TIME_SEMANTICS""]","[""TIMEFRAME_ACCESS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:8827beeab4ffc66b9f7f9416ec6a6ffcc669aac1433901bd272889d4a4b90b4d
ARTCLS_06C51A736051499C2DBEF92A0006F3B2,mql5/Include/DayeTrader/EXP0018/DAYE_ReplaySelfTest.mqh,"[""TIME_SEMANTICS""]","[""TIMEFRAME_ACCESS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:49935989aaf18a721c7c1bfe876cb4f48f7c4dfcd01cc2affd919f4751b480bd
ARTCLS_C0F8E160032A821C510C4465EC569FDE,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxAudit.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:4891f3a79eb3a52aa07dd951cbd7ef34f55355d6e0d7766f7524cdea3848245e
ARTCLS_1DD90E470784E7F87BFE2D38C77DB90F,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxChartResolver.mqh,"[""CHART_STATE"",""TIME_SEMANTICS""]","[""CHART_CALLBACK"",""TIMEFRAME_ACCESS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:44b2a63978c589ad1d5be721652c5c51b70dfde72f93a434c60d097cda52df3e
ARTCLS_DEBBBEC55BB00669886418C2085E0A72,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxDiagnostics.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:48c6d11d5d0ff71a3a2cb6a44b5f2708bd8d00ecfce8f9bae60b42bf34fd871c
ARTCLS_0348DEDA97EA1A816EA62314FB3C80CB,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxEngine.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:b18f74d09de9bf5a8afab3c383a40ca6b134d6ddfcaf1688108744835e77c874
ARTCLS_FE491CC0418EAFCABAFB92C18812F4E3,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxObjectManager.mqh,"[""CHART_STATE"",""TIME_SEMANTICS""]","[""DRAWING_API"",""SESSION_OR_DST_TERMS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:03a48cfa94f489d562f550712dbad7e9359de45d9713c03d9da7a26776478833
ARTCLS_C5C9CA404BC4FDFA0FB3909A2EE56834,mql5/Include/DayeTrader/EXP0018/DAYE_SessionBoxTypes.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:bba1347a599907c47c176a315a22ad6842e47e2fbfdb1ae679a995cbfd8883fc
ARTCLS_6262E2C6DD15310ECC5B927FC412E33C,mql5/Include/DayeTrader/EXP0018/DAYE_SymbolContract.mqh,"[""BROKER_STATE""]","[""MULTI_SYMBOL_ACCESS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:f53ae00a55d038a7a790200661d6d019a00550e492f8c86af9622a87f0486f1d
ARTCLS_E4A1BE1EC7C3C9857B7D2C7EAC3B6AF8,mql5/Include/DayeTrader/EXP0018/DAYE_SymbolResolver.mqh,"[""BROKER_STATE""]","[""MULTI_SYMBOL_ACCESS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:31af50f6a7908f9869fcecab299dff8b1d41963fa0fe3ff3326404ce354ec694
ARTCLS_5B06A75C0377775A5F724DEECFC97C05,mql5/Include/DayeTrader/EXP0018/DAYE_TimeAudit.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE"",""TIME_SEMANTICS""]","[""FILE_IO"",""PERSISTENT_STATE"",""SESSION_OR_DST_TERMS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:9c8d418a7f594a9e1ffdfd774d94cff3f68cbe9e6bac543856158730a32788f0
ARTCLS_4946F2369D12C7F65D83B53CAB465A85,mql5/Include/DayeTrader/EXP0018/DAYE_TimeSelfTest.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:9c6294eeb77f6aad0ca40560fbde5ed728ed4f183377de7e063e05b5b85f8d2f
ARTCLS_6F9EA527B2EDBAAC1294248FF9DC324E,mql5/Include/DayeTrader/EXP0018/DAYE_Types.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:8f2bf4188815b2b1533f2ee0e87de667c36b5e75dd39976cff0a9904799dadf0
ARTCLS_4711C4C032B1846B657CB5DCE66B917C,mql5/Include/DayeTrader/EXP0018/DAYE_VisualEngine.mqh,"[""CHART_STATE"",""TIME_SEMANTICS""]","[""CHART_CALLBACK"",""DRAWING_API"",""SESSION_OR_DST_TERMS"",""TIMEFRAME_ACCESS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:ccc7c2761502a4492fb6d023201caebfc35b29d367d5a5ac53d6f06b79217b8b
ARTCLS_4CE49F333B5A47F145D73ED525D8D854,mql5/Include/DayeTrader/EXP0018/DAYE_VisualObjectManager.mqh,"[""CHART_STATE""]","[""DRAWING_API""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:f3aa55c867cd04e0193e691e5628e9e3fcd7c321a1079f42f68b53950fa12622
ARTCLS_16E3843CFDCE8ECAB3D21CFC1CC597AA,mql5/Include/Execution/DAL_ExecDonchianAtr.mqh,"[""TIME_SEMANTICS""]","[""INDICATOR_BUFFER"",""TIMEFRAME_ACCESS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:5f9c3ae2020c439770e3735bd5f7dd657dd04682c8c73bfa4c223b37d0c6dc34
ARTCLS_A8E8A48249C749B18A66444AD70499E2,mql5/Include/Execution/DAL_ExecHeikinAshi.mqh,"[""TIME_SEMANTICS""]","[""TIMEFRAME_ACCESS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:8a367ec515b2ff7450f48c4d7207436908f3c171d44241bc19840d79b6dff245
ARTCLS_291977ECF1F2E2CA7AD6827A3BF3E8BE,mql5/Include/Execution/DAL_ExecHypotheticalProfitGate.mqh,"[""GLOBAL_STATE""]","[""GLOBAL_VARIABLE_API"",""PERSISTENT_STATE""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:2ee6b725ee34266d1b5eda80e94e48588a272faa8891af0ddd93d1512dbf8815
ARTCLS_D2B3A2125D47D8CDC2203F1184CCE962,mql5/Include/Execution/DAL_ExecOrders.mqh,"[""BROKER_STATE"",""CAPITAL"",""ORDER_REQUEST""]","[""ORDER_API""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:74fb39320a3e180674669dd553385db7fdd6fe8d4eb5f4a391e9cb9c62b2b8ae
ARTCLS_0C0B0095F80A9F2B057E6292D2C7829D,mql5/Include/Execution/DAL_ExecRouletteRisk.mqh,"[""GLOBAL_STATE""]","[""GLOBAL_VARIABLE_API"",""PERSISTENT_STATE""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:e6762c94ee493ec455ebd8fedefefedc2f4d6f4ad6213ba7a0d245cd79911275
ARTCLS_0D456F5D8F717AC3037750E0180616EE,mql5/Include/Execution/E0006/DAL_E0006ExposureCaps.mqh,"[""BROKER_STATE"",""CAPITAL"",""ORDER_REQUEST""]","[""ORDER_API""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:689ea099d761c6daa33b6fda09c9be4ad5f86f3a16bde9da8654710dd9637a48
ARTCLS_26E57465F4037E4E63C54AF05641852D,mql5/Include/Execution/E0007/DAL_E0007OrderEngine.mqh,"[""BROKER_STATE"",""CAPITAL"",""ORDER_REQUEST""]","[""ORDER_API""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:7fa6bdf85ab21e5eff7318fee49f8c44831425d6f16fb8a8644bee36aae69549
ARTCLS_591CEB9C5CE0F131D2DF5AC7E45D384D,mql5/Include/Execution/E0007/DAL_E0007Types.mqh,"[""TIME_SEMANTICS""]","[""TIMEFRAME_ACCESS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:1e9b1a093bbce121d32701d63fa17544cd3e9ae0d7a19919746ec156e7281ff4
ARTCLS_1EC483155FC5676AEF72B7EBB8F1E792,mql5/Include/Execution/E0008/DAL_E0008OrderEngine.mqh,"[""BROKER_STATE"",""CAPITAL"",""ORDER_REQUEST""]","[""ORDER_API""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:e0ac6c804e0cdf4f55bde0faa1659161ef144136bd90a30f91024b16bf3aa529
ARTCLS_6F9232AF2E8D3D1C23988CA368BA61E5,mql5/Include/Execution/E0008/DAL_E0008Types.mqh,"[""TIME_SEMANTICS""]","[""TIMEFRAME_ACCESS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:7a94e79f2457d89a55ec0b59f60b500e07edf3c2ef4867faf97573001ec6f3f4
ARTCLS_596D145610E881A15FF17E1E9B263E89,mql5/Include/Execution/E0009/DAL_E0009OrderEngine.mqh,"[""BROKER_STATE"",""CAPITAL"",""ORDER_REQUEST""]","[""ORDER_API""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:632b3513eafead5fa3d83cd62560ec17685086b4cb1c485797cfed283abcf6fa
ARTCLS_66EE0D9D71F31160B7064D4D653825AD,mql5/Include/Execution/E0009/DAL_E0009Types.mqh,"[""TIME_SEMANTICS""]","[""TIMEFRAME_ACCESS""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:538eafba1cc2fd4a0d5caa316977cf11e788d0d8d6e975c40969726a85106f9a
ARTCLS_7571EC555CCF9358A331E33484691B19,mql5/Include/FaerieProtocol/EXP0019/Core/FP_I02_Config.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:8e807d5f83f00972e3180034483ebddb278327c3bb0fa30096a1ff4b87a82ca2
ARTCLS_98601DD7517100D6430B22C82242C3EE,mql5/Include/FaerieProtocol/EXP0019/Core/FP_I02_Identity.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:b606152d028f4b50ca3773ae5ea126ede8557a071a64c1e03b9d3b76aeccb199
ARTCLS_599946D82CCB679F2538B1293304F093,mql5/Include/FaerieProtocol/EXP0019/Core/FP_I02_SelfTest.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:a54ebf45a3d9d9aa10ec135a07ae45b29cbe8f598dd2d3ab57370d7511e47d5f
ARTCLS_5C9BBF5F5B0C9EDB93B04AC19C3BDE9A,mql5/Include/FaerieProtocol/EXP0019/Core/FP_I02_Types.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:85d288c7d61a8d44dd03f6a0ec79e705fafe3863431cc995e31be89c2f7ad9cd
ARTCLS_25584A0F77C8244A9DDC46089573E523,mql5/Include/FaerieProtocol/EXP0019/Time/FP_I03_Calendar.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:f9c610f515a2b0e22830935f7cc7317b8a520cda4f05a5027a93bc6b48af5daf
ARTCLS_FBC0D808C3E1A99A499FE777AB43892A,mql5/Include/FaerieProtocol/EXP0019/Time/FP_I03_Identity.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:0fada484afd57c21f9064af0e860bd9b62cb865ef1064e028c0356d7ad30cbe4
ARTCLS_E6077C7E43666C26FE5D4E6D6C8B3330,mql5/Include/FaerieProtocol/EXP0019/Time/FP_I03_Types.mqh,"[""TIME_SEMANTICS""]","[""SESSION_OR_DST_TERMS""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:b5ce0a1d987a24f63d84f753e14a66dbf335ac644d42aff057db09411fba24b9
ARTCLS_C683C1FA1FCFDA2EBDE3FAA28311EF67,mql5/Include/FlagCountingPhoenix/FP_AcceptanceEngine.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:39528cf62c8f18742a563c171f26f32e420600dc8edd71be0987d8c25ffa544b
ARTCLS_AAD4D77FFC37D46364AD3195F18CDFF6,mql5/Include/FlagCountingPhoenix/FP_AmbiguityEngine.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,QUARANTINE_UNCERTAIN,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:6c63227382ce81f18bcd30c656c19472e354d1ada7a52e63d617645d29516fcf
ARTCLS_7B391A83CAB3028E68437642F0341E9F,mql5/Include/FlagCountingPhoenix/FP_BrokerDryRunExport.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:c1f34b5b459968d1b3c629e9d9761950a112ac1ad0321ffe4290eb9e42478e0f
ARTCLS_168E291B7B726D74788078C6EDE34C50,mql5/Include/FlagCountingPhoenix/FP_BrokerDryRunTypes.mqh,"[""BROKER_STATE"",""CAPITAL"",""ORDER_REQUEST"",""TIME_SEMANTICS""]","[""ORDER_API"",""TIMEFRAME_ACCESS""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:e48fbbd3f7115ee2db47355adbbc3e70aa41bdebfd0ce9336f1c500946c2791b
ARTCLS_074D97C9B74E32DE30AF47D37C664423,mql5/Include/FlagCountingPhoenix/FP_BrokerRequestAuditExport.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:cb131a37ea9294efc075ff9f0edcb5b9d7d051ff6f245bd018d226fe92acff08
ARTCLS_5DAB4F42F6E229CA0B92A208E77698B7,mql5/Include/FlagCountingPhoenix/FP_BrokerRequestAuditTypes.mqh,"[""BROKER_STATE"",""CAPITAL"",""ORDER_REQUEST"",""TIME_SEMANTICS""]","[""ORDER_API"",""TIMEFRAME_ACCESS""]",true,SECURITY_RESTRICTED,SECURITY_REVIEWER,PENDING_HUMAN_REVIEW,true,false,false,false,false,sha256:40419c3f6782cb4b60cf7bb010349006b730e11f3372a1f3e335f5ed5dc5e6a4
ARTCLS_EFEB26CA046D027B7414ADF6EB357708,mql5/Include/FlagCountingPhoenix/FP_BrokerRequestLedgerExport.mqh,"[""FILE_PERSISTENCE"",""GLOBAL_STATE""]","[""FILE_IO"",""PERSISTENT_STATE""]",false,REWRITE_WITH_PARITY,,NOT_REQUIRED_BY_STATIC_POLICY,true,false,false,false,false,sha256:3de9502dd240f3723158f087bc2c26182d4a8035c4e1c59930080f395728f63c
